Metric,Value
Infections_NRMSE,0.6991671919822693
Infections_MASE,3.8120687513876867
Infections_MAE,1816.467041015625
Infections_MAPE,0.04257220774888992
Hospitalizations_NRMSE,1.146436095237732
Hospitalizations_MASE,3.987856295664351
Hospitalizations_MAE,78.37848663330078
Hospitalizations_MAPE,0.11036651581525803
Critical_NRMSE,2.2122116088867188
Critical_MASE,0.7999277797898834
Critical_MAE,15.189383506774902
Critical_MAPE,0.019434398040175438
Deaths_NRMSE,0.4863133132457733
Deaths_MASE,0.22211161027692097
Deaths_MAE,1.475190281867981
Deaths_MAPE,0.01462148129940033
