Metric,Value
Infections_NRMSE,0.014277709648013115
Infections_MASE,32.114345934488426
Infections_MAE,524.3858032226562
Infections_MAPE,0.07023432105779648
Hospitalizations_NRMSE,0.0060884696431458
Hospitalizations_MASE,38.97101071442411
Hospitalizations_MAE,17.067838668823242
Hospitalizations_MAPE,0.05335189029574394
Critical_NRMSE,0.004401528742164373
Critical_MASE,42.879994994020194
Critical_MAE,12.286521911621094
Critical_MAPE,0.03938295319676399
Deaths_NRMSE,0.005055608227849007
Deaths_MASE,38.748022581816095
Deaths_MAE,3.8577382564544678
Deaths_MAPE,0.061986327171325684
