Metric,Value
Infections_NRMSE,0.6179537773132324
Infections_MASE,34.56930072312081
Infections_MAE,20042.958984375
Infections_MAPE,0.14666078984737396
Hospitalizations_NRMSE,0.7054191827774048
Hospitalizations_MASE,22.014677789969532
Hospitalizations_MAE,431.9923400878906
Hospitalizations_MAPE,0.27862784266471863
Critical_NRMSE,0.6910707354545593
Critical_MASE,0.3991856797777041
Critical_MAE,10.335440635681152
Critical_MAPE,0.01365796010941267
Deaths_NRMSE,0.2683076560497284
Deaths_MASE,1.6350693398746676
Deaths_MAE,5.715892314910889
Deaths_MAPE,0.052784521132707596
