Metric,Value
Infections_NRMSE,0.13352139294147491
Infections_MASE,60.64931084794031
Infections_MAE,10952.6669921875
Infections_MAPE,0.1369786411523819
Hospitalizations_NRMSE,0.21516288816928864
Hospitalizations_MASE,13.080339346995231
Hospitalizations_MAE,134.8607940673828
Hospitalizations_MAPE,0.10264591872692108
Critical_NRMSE,0.20204855501651764
Critical_MASE,0.7102507689986566
Critical_MAE,5.776345252990723
Critical_MAPE,0.0075385188683867455
Deaths_NRMSE,0.19078557193279266
Deaths_MASE,1.9490517409552883
Deaths_MAE,5.4539642333984375
Deaths_MAPE,0.05363830551505089
